date,container_cpu_cfs_periods_total,container_cpu_cfs_throttled_periods_total,container_cpu_cfs_throttled_seconds_total,container_cpu_load_average_10s,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_fs_inodes_free,container_fs_inodes_total,container_fs_io_current,container_fs_io_time_seconds_total,container_fs_io_time_weighted_seconds_total,container_fs_limit_bytes,container_fs_read_seconds_total,container_fs_reads_merged_total,container_fs_reads_total,container_fs_sector_reads_total,container_fs_sector_writes_total,container_fs_usage_bytes,container_fs_write_seconds_total,container_fs_writes_merged_total,container_fs_writes_total,container_last_seen,container_memory_cache,container_memory_failcnt,container_memory_failures_total,container_memory_mapped_file,container_memory_max_usage_bytes,container_memory_rss,container_memory_swap,container_memory_usage_bytes,container_memory_working_set_bytes,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_oom_events_total,container_spec_cpu_period,container_spec_cpu_quota,container_spec_cpu_shares,container_spec_memory_limit_bytes,container_spec_memory_reservation_limit_bytes,container_spec_memory_swap_limit_bytes,container_start_time_seconds,container_tasks_state,rps
2024-09-14 09:18:15,71.297577,0.000000,0.000000,0.000000,0.015766,0.442351,0.418786,0.000000,240.000000,1.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,13179.770356,5038080.000000,0.000001,550.389912,1084.217294,138102135452.000000,39428096.000000,0.000000,1005.235279,31506432.000000,1173192704.000000,731054080.000000,0.000000,839188480.000000,718446592.000000,21849.492901,0.000000,0.000000,216.410010,23317.026598,0.000000,0.000000,171.237490,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,15.541760
2024-09-14 09:18:30,78.688394,0.000000,0.000000,0.000000,0.015375,0.493427,0.475455,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12121.645006,5091328.000000,0.000000,780.941559,770.702232,138102136560.000000,39428096.000000,0.000000,1144.156715,31506432.000000,1177055232.000000,737640448.000000,0.000000,846032896.000000,725291008.000000,24486.500365,0.000000,0.000000,243.416172,24793.835065,0.000000,0.000000,175.780085,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,19.601609
2024-09-14 09:18:45,88.264253,0.000000,0.000000,0.000000,0.018654,0.566601,0.538363,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12099.322951,5091328.000000,0.000001,576.339830,954.352311,138102137747.000000,39428096.000000,0.000000,1153.963147,31506432.000000,1182707712.000000,743006208.000000,0.000000,851996672.000000,731254784.000000,27113.931315,0.000000,0.000000,271.142293,26987.985332,0.000000,0.000000,195.510950,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,19.931284
2024-09-14 09:19:00,105.422246,0.000000,0.000000,0.000000,0.018644,0.673038,0.655359,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,5.335340,341.461739,14370.022279,5091328.000000,0.000001,784.100803,971.397709,138102138920.000000,39428096.000000,0.000000,1397.719341,31506432.000000,1190322176.000000,750403584.000000,0.000000,859385856.000000,738643968.000000,31814.004569,0.000000,0.000000,316.418555,31680.901693,0.000000,0.000000,227.171972,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,25.534551
2024-09-14 09:19:15,96.665560,0.000000,0.000000,0.000000,0.015291,0.606918,0.564624,0.000000,240.000000,1.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,14537.663623,5275648.000000,0.000000,800.798191,930.557581,138102140161.000000,39428096.000000,0.000000,1303.111799,31506432.000000,1196875776.000000,756924416.000000,0.000000,866246656.000000,745504768.000000,30227.880465,0.000000,0.000000,300.039956,30161.423255,0.000000,0.000000,218.671896,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,23.138468
2024-09-14 09:19:30,91.959460,0.000000,0.000000,0.000000,0.012569,0.550715,0.547797,0.000000,240.000000,1.000000,0.000001,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12480.726818,5332992.000000,0.000000,672.803918,900.701005,138102141165.000000,39428096.000000,0.000000,1262.939886,31506432.000000,1203814400.000000,763695104.000000,0.000000,873066496.000000,752324608.000000,28173.659376,0.000000,0.000000,279.875726,28292.297436,0.000000,0.000000,202.518569,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,22.999430
2024-09-14 09:19:45,100.238103,0.000000,0.000000,0.000000,0.019442,0.739842,0.693559,0.000000,240.000000,0.000000,0.000001,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,11610.355575,5332992.000000,0.000001,560.816447,928.668569,138102142650.000000,39428096.000000,0.000000,1474.594722,31506432.000000,1211674624.000000,769208320.000000,0.000000,879108096.000000,758366208.000000,32218.534582,0.000000,0.000000,320.972417,32097.276380,0.000000,0.000000,232.437007,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,23.601561
2024-09-14 09:20:00,116.714929,0.000000,0.000000,0.000000,0.020769,0.818019,0.763305,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12052.393856,5332992.000000,0.000000,752.185307,767.622404,138102143356.000000,39428096.000000,0.000000,1738.901217,31506432.000000,1219809280.000000,773926912.000000,0.000000,884056064.000000,763314176.000000,36204.288492,0.000000,0.000000,360.317047,35506.057328,0.000000,0.000000,259.652361,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,28.802152
2024-09-14 09:20:15,117.980775,0.000000,0.000000,0.000000,0.017235,0.797610,0.749043,0.000000,240.000000,1.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,13613.067945,5554176.000000,0.000001,776.238097,875.331758,138102144727.000000,39428096.000000,0.000000,1810.627617,31506432.000000,1228537856.000000,781516800.000000,0.000000,892297216.000000,771555328.000000,37237.488326,0.000000,0.000000,374.393419,35858.184551,0.000000,0.000000,261.195534,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,29.272375
2024-09-14 09:20:30,108.357626,0.000000,0.000000,0.000000,0.022093,0.665179,0.627969,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12027.191061,5619712.000000,0.000000,646.691682,880.737912,138102146236.000000,39428096.000000,0.000000,1615.993006,31506432.000000,1233391616.000000,786403328.000000,0.000000,897871872.000000,777129984.000000,33248.995734,0.000000,0.000000,330.388628,33040.486857,0.000000,0.000000,239.894017,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,27.001987
2024-09-14 09:20:45,110.007323,0.000000,0.000000,0.000000,0.018928,0.742350,0.698308,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,13179.042077,5619712.000000,0.000001,669.997981,846.983580,138102147231.000000,39428096.000000,0.000000,2125.403568,31506432.000000,1250287616.000000,801398784.000000,0.000000,913141760.000000,792399872.000000,37465.545118,0.000000,0.000000,372.486756,36696.612791,0.000000,0.000000,268.208280,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,28.067671
2024-09-14 09:21:00,126.446692,0.000000,0.000000,0.000000,0.024863,0.842553,0.842604,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12497.759035,5619712.000000,0.000000,707.862618,881.168014,138102148630.000000,39428096.000000,0.000000,2380.807956,31506432.000000,1270214656.000000,822624256.000000,0.000000,935063552.000000,814321664.000000,40901.786260,0.000000,0.000000,410.507582,39519.210745,0.000000,0.000000,290.882085,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,33.802045
2024-09-14 09:21:15,131.774183,0.000000,0.000000,0.000000,0.022323,0.853519,0.827482,0.000000,240.000000,2.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12674.269209,5869568.000000,0.000001,695.566501,837.853374,138102149826.000000,39428096.000000,0.000000,2122.297652,31506432.000000,1283932160.000000,837693440.000000,0.000000,950611968.000000,829870080.000000,40620.338050,0.000000,0.000000,403.894810,39945.037612,0.000000,0.000000,293.706401,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,31.930127
2024-09-14 09:21:30,118.150619,0.082288,0.002175,0.000000,0.016409,0.759499,0.717724,0.000000,240.000000,0.000000,0.000002,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,12175.984146,5951488.000000,0.000001,729.545815,822.966928,138102150747.000000,39428096.000000,0.000000,1924.715586,31506432.000000,1290977280.000000,837476352.000000,0.000000,950018048.000000,829276160.000000,39086.839815,0.000000,0.000000,391.981638,37755.127747,0.000000,0.000000,277.705880,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,31.268429
2024-09-14 09:21:45,127.361342,0.000000,0.000000,0.000000,0.016613,0.857243,0.817209,0.000000,240.000000,20.000000,0.000001,0.000001,86488094146560.000000,0.000000,0.000000,0.000000,0.000000,11487.530868,5951488.000000,0.000001,596.687707,838.296448,138102152024.000000,39428096.000000,0.000000,2132.319655,31506432.000000,1295630336.000000,830894080.000000,0.000000,943915008.000000,823173120.000000,42045.932784,0.000000,0.000000,418.632295,40924.168026,0.000000,0.000000,301.861045,0.000000,8000000.000000,2000000.000000,8240.000000,10737418240.000000,0.000000,10737418240.000000,138102079202.000000,0.000000,33.658483
